1/1/2010,40,26,0
1/2/2010,44,34,0
1/3/2010,44,30,0
1/4/2010,45,28,0
1/5/2010,48,37,0
1/6/2010,47,31,0
1/7/2010,31,25,0
1/8/2010,29,25,0
1/9/2010,47,27,0
1/10/2010,47,27,0
1/11/2010,47,27,0
1/12/2010,53,42,0
1/13/2010,47,38,0
1/14/2010,45,34,0
1/15/2010,49,34,0
1/16/2010,48,35,0
1/17/2010,44,37,0
1/18/2010,45,30,0
1/19/2010,52,30,0
1/20/2010,46,31,0
1/21/2010,40,32,0
1/22/2010,44,30,0
1/23/2010,44,27,0
1/24/2010,36,30,0
1/25/2010,44,27,0
1/26/2010,40,29,0
1/27/2010,39,30,0
1/28/2010,39,26,0
1/29/2010,47,27,0
1/30/2010,43,28,0
1/31/2010,46,31,0
2/1/2010,46,28,0
2/2/2010,39,31,0
2/3/2010,45,27,0
2/4/2010,46,27,0
2/5/2010,43,34,0
2/6/2010,40,29,0
2/7/2010,41,32,0
2/8/2010,44,29,0
2/9/2010,46,30,0
2/10/2010,45,25,0
2/11/2010,42,29,0
2/12/2010,45,35,0
2/13/2010,43,35,0
2/14/2010,48,34,0
2/15/2010,47,40,0
2/16/2010,51,31,0
2/17/2010,54,28,0
2/18/2010,50,27,0
2/19/2010,41,26,0
2/20/2010,40,18,0
2/21/2010,39,15,0
2/22/2010,42,15,0
2/23/2010,52,16,0
2/24/2010,46,32,0
2/25/2010,46,31,0
2/26/2010,52,33,0
2/27/2010,50,40,0
2/28/2010,53,30,0
3/1/2010,60,26,0
3/2/2010,58,28,0
3/3/2010,55,31,0
3/4/2010,45,28,0
3/5/2010,50,25,0
3/6/2010,54,23,0
3/7/2010,54,26,0
3/8/2010,54,23,0
3/9/2010,42,16,0
3/10/2010,41,18,0
3/11/2010,43,25,0
3/12/2010,48,32,0
3/13/2010,48,32,0
3/14/2010,45,27,0
3/15/2010,55,17,0
3/16/2010,66,27,0
3/17/2010,67,23,0
3/18/2010,49,21,0
3/19/2010,52,18,0
3/20/2010,55,18,0
3/21/2010,71,23,0
3/22/2010,57,18,0
3/23/2010,48,22,0
3/24/2010,57,22,0
3/25/2010,66,30,0
3/26/2010,47,30,0
3/27/2010,51,32,0
3/28/2010,56,35,0
3/29/2010,57,43,0
3/30/2010,48,30,0
3/31/2010,44,26,0
4/1/2010,41,21,0
4/2/2010,44,21,0
4/3/2010,39,25,0
4/4/2010,45,28,0
4/5/2010,45,25,0
4/6/2010,45,26,0
4/7/2010,47,30,0
4/8/2010,64,31,0
4/9/2010,41,18,0
4/10/2010,54,20,0
4/11/2010,47,23,0
4/12/2010,54,19,0
4/13/2010,54,31,0
4/14/2010,50,27,0
4/15/2010,55,27,0
4/16/2010,61,33,0
4/17/2010,60,33,0
4/18/2010,66,36,0
4/19/2010,71,32,0
4/20/2010,65,35,0
4/21/2010,46,32,0
4/22/2010,49,25,0
4/23/2010,60,26,0
4/24/2010,55,32,0
4/25/2010,62,28,0
4/26/2010,64,28,0
4/27/2010,65,35,0
4/28/2010,49,32,0
4/29/2010,52,28,0
4/30/2010,53,23,0
5/1/2010,59,30,0
5/2/2010,55,35,0
5/3/2010,59,27,0
5/4/2010,55,24,0
5/5/2010,51,23,0
5/6/2010,46,23,0
5/7/2010,55,24,0
5/8/2010,59,31,0
5/9/2010,62,33,0
5/10/2010,62,31,0
5/11/2010,49,30,0
5/12/2010,60,31,0
5/13/2010,63,33,0
5/14/2010,68,35,0
5/15/2010,73,39,0
5/16/2010,74,48,0
5/17/2010,76,43,0
5/18/2010,72,45,0
5/19/2010,65,39,0
5/20/2010,63,33,0
5/21/2010,54,33,0
5/22/2010,50,26,0
5/23/2010,49,30,0
5/24/2010,51,26,0
5/25/2010,53,36,0
5/26/2010,57,41,0
5/27/2010,60,40,0
5/28/2010,57,33,0
5/29/2010,62,34,0
5/30/2010,68,38,0
5/31/2010,64,48,0
6/1/2010,68,34,0
6/2/2010,62,47,0
6/3/2010,62,42,0
6/4/2010,57,43,0
6/5/2010,67,36,0
6/6/2010,70,50,0
6/7/2010,70,36,0
6/8/2010,68,39,0
6/9/2010,74,41,0
6/10/2010,65,40,0
6/11/2010,55,32,0
6/12/2010,71,35,0
6/13/2010,78,40,0
6/14/2010,78,35,0
6/15/2010,71,34,0
6/16/2010,57,29,0
6/17/2010,52,31,0
6/18/2010,63,32,0
6/19/2010,60,38,0
6/20/2010,61,46,0
6/21/2010,58,38,0
6/22/2010,72,41,0
6/23/2010,78,48,0
6/24/2010,78,49,0
6/25/2010,82,48,0
6/26/2010,78,48,0
6/27/2010,80,49,0
6/28/2010,85,48,0
6/29/2010,88,45,0
6/30/2010,74,35,0
7/1/2010,70,35,0
7/2/2010,76,45,0
7/3/2010,68,39,0
7/4/2010,75,37,0
7/5/2010,72,42,0
7/6/2010,75,37,0
7/7/2010,77,40,0
7/8/2010,87,45,0
7/9/2010,92,49,0
7/10/2010,87,56,0
7/11/2010,88,58,0
7/12/2010,91,55,0
7/13/2010,80,41,0
7/14/2010,72,40,0
7/15/2010,80,41,0
7/16/2010,93,52,0
7/17/2010,90,47,0
7/18/2010,87,48,0
7/19/2010,81,46,0
7/20/2010,81,44,0
7/21/2010,84,47,0
7/22/2010,83,52,0
7/23/2010,82,48,0
7/24/2010,93,48,0
7/25/2010,88,48,0
7/26/2010,93,48,0
7/27/2010,89,57,0
7/28/2010,83,55,0
7/29/2010,85,51,0
7/30/2010,88,51,0
7/31/2010,81,55,0
8/1/2010,86,54,0
8/2/2010,86,49,0
8/3/2010,86,49,0
8/4/2010,85,52,0
